,0,1,2,3,4,5,6,7,8
741,Data Analyst,"Rouse-Consulting, LLC",NULL,Sponsored,"
            1 year Federal Human Resources or Data Analyst experience preferred. Serve as a Data analysis in a Navy (SWFPAC Kitsap Naval Base) activity on data analysis and…",NULL,NULL,"Kitsap County, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B5L5St1PbTaS2tHmXk0vgYu1YmejyaNasl_qbngOaOPRwR7FuR_s4hucUR72yaNYRzDsP0TtIFtu-JtltJMJTQaBBk6S2eZzoqoP1M5JXhN1EPco116aERP1t1_JTVjXEgdG63l3xcsBQxSGktM_nJuu3ib85Gs5iY9a9bm0AnE-Y1iZfZRKBYfxrHMSyEVoixf7AKzaZ93W0EyPVBzynNsPkO4apx3JV_z10xBtGAjnE4KzlinBnpSityyF1T0KMaZtuzmVHBs53IeZGQsg9a23JuAtpQDvzTKxsmp1SbuXZ002NpjrO_NHvfJG9HS4Br40AAdgyl1CFG5ctQD05KyH_UKb5c5ahLvsY1RLzpX_Myc7XG4Q_GgWLExK8QHF-l_0Nn6qYcGDkfxe8jZ8XA0oo_vy6P_NutVYErss1sqQ==&p=14&fvj=1&vjs=3
742,            Information Security Analyst,SoundCommerce,NULL,Sponsored,"
            A deep understanding of cyber-security threats, vulnerabilities, controls and remediation strategies in customer data environments.",NULL,NULL,"Seattle, WA 98103 (Green Lake - Wallingford area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Az_i20vcmGhVa66XtniyV9BVk0hjLJm0m4HA0ch1lx6p5ecm-bGuGwmIcQRuPBxCihSNDsmr5kv6X5O8zqNp9uPOnP4jeD5zopCkIH96UhipBT6oo6LGw75jYcBf1M4DVVra8a1KLXhxVs5uz6Vm33ViHCyYxyHY6yUcAZU_vPukC0ll21-3evRkVNONkb0NOfn_A_CRYMhRYNfwHi0e-YCFmQzceesiDFRCcquP7sX-bMIqboshcE_k59My6BRj0zgx9OfTfVWlvBQYMCZLQ1lbR6zR8-cl-k20neCOPpqLvEkle5qk-3hSFY974wZTB87CNzWb44K8EjZMj9tOPeTsLaVFNBfCNKyJ4r69KiIPmCRs2YDH8a_34zXDtaJXHjpj9Wdb_Goi4Ok6KuVA2Lqfd7XCZ1rj6BsuZXscQ_5HJFbuvMSP-ss2SM8lPx_NzYkHtouv0i5A==&p=15&fvj=1&vjs=3
743,            RESEARCH CONSULTANT,University of Washington,4.1 out of 5 star rating,11 days ago,"
            Conduct data quality assurance procedures on data sets generated by other data analysts to ensure accurate, analyzable data files.","1,013 reviews",https://www.indeed.com//cmp/University-of-Washington/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=RESEARCH+CONSULTANT&amp;fromjk=7652b13171a5a403&amp;jcid=142783ac2edbe56b,NULL,https://www.indeed.com/rc/clk?jk=7652b13171a5a403&fccid=142783ac2edbe56b&vjs=3
744,            Associate AWS SOC Analyst,"Amazon Web Services, Inc.",3.6 out of 5 star rating,Amazon.com,"
            Daily responsibilities include physical access control administration, monitoring physical access control systems, data entry, and dispatching when necessary.","37,103 reviews",https://www.indeed.com//cmp/Amazon.com/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Associate+AWS+SOC+Analyst&amp;fromjk=522f6712db9afd94&amp;jcid=12db64101709fb92,NULL,https://www.indeed.com/rc/clk?jk=522f6712db9afd94&fccid=fe2d21eef233e94a&vjs=3
745,            Market Research Analyst,Course5 Intelligence,NULL,save job - more...,"
            Proven data gathering and analytical skills. The Market Research Analyst will work within the client's Market Research Team to oversee activities, analysis, and…",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=b90ed16a1b8874e4&fccid=f0245bd51fee7608&vjs=3
746,            Landfill Gas Operator I,King County,4.2 out of 5 star rating,5 days ago,"
            Prepare daily control data sheet and compile other reports and input data into computer system. Demonstrated data entry skills experience.",205 reviews,"https://www.indeed.com//cmp/King-County,-Wa/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Landfill+Gas+Operator+I&amp;fromjk=2d7032a098555ef1&amp;jcid=6b1cbd16115a03a2",NULL,https://www.indeed.com/rc/clk?jk=2d7032a098555ef1&fccid=632d2a253ffbf4f9&vjs=3
747,            Fisheries Analyst/Modeler,AIS Inc,3.8 out of 5 star rating,save job - more...,"
            Experience in fitting species distribution models (SDMs) to survey data. Participate as a survey scientist in at-sea data collection on RACE GAP groundfish…",9 reviews,"https://www.indeed.com//cmp/A.i.s.,-Inc./reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Fisheries+Analyst%5C%2FModeler&amp;fromjk=e1cf6736927b1a3e&amp;jcid=b2dfae8b4f114a54",NULL,https://www.indeed.com/rc/clk?jk=e1cf6736927b1a3e&fccid=58d29ced8bdf861b&vjs=3
748,            Marketing Analyst,Logic20/20,3.7 out of 5 star rating,save job - more...,"
            We are currently actively seeking for Marketing Analyst to join our team. Analytical mindset and ability to use data to make decisions and drive processes.",10 reviews,https://www.indeed.com//cmp/Logic20__20/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Marketing+Analyst&amp;fromjk=c2ee15ff6770804d&amp;jcid=e2f8d6934fd95c43,NULL,https://www.indeed.com/rc/clk?jk=c2ee15ff6770804d&fccid=e2f8d6934fd95c43&vjs=3
749,"Data Scientist, Alexa Excellence","Amazon.com Services, Inc.",3.6 out of 5 star rating,Amazon.com,"
            3+ years of professional work experience in Data Science and Statistical modelling. 3+ years experience with data analytics applied to time series applications…","37,103 reviews",https://www.indeed.com//cmp/Amazon.com/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Scientist%2C+Alexa+Excellence&amp;fromjk=c98910f761dd20f1&amp;jcid=f75d974cf34d64ad,NULL,https://www.indeed.com/rc/clk?jk=c98910f761dd20f1&fccid=fe2d21eef233e94a&vjs=3
750,Data Scientist,eBay Inc.,3.9 out of 5 star rating,save job - more...,"
            Work with data scientists, engineers, and cross functional teams to produce end-to-end production-ready solutions. Familiarity with Hadoop is a must.","1,460 reviews",https://www.indeed.com//cmp/Ebay-Inc./reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Scientist&amp;fromjk=ebac912722b4c1e7&amp;jcid=0da3ed18c20a248d,NULL,https://www.indeed.com/rc/clk?jk=ebac912722b4c1e7&fccid=0da3ed18c20a248d&vjs=3
751,            Program Manager Analyst         - new,Microsoft,4.2 out of 5 star rating,9 hours ago,"
            Experience using advanced analytics, SQL and large data sets. Hands on experience with BI models and large data sets. You should thrive with ambitious targets;","5,968 reviews",https://www.indeed.com//cmp/Microsoft/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Program+Manager+Analyst&amp;fromjk=bd13db59c768fe3a&amp;jcid=734cb5a01ee60f80,NULL,https://www.indeed.com/rc/clk?jk=bd13db59c768fe3a&fccid=734cb5a01ee60f80&vjs=3
752,            Market Research Analyst,Talking Rain Beverage Company,3.8 out of 5 star rating,18 days ago,"
            Dive deep into existing research, fully utilizing our data platforms to analyze data statistical results, identify trends, and proactively lead exploration into…",21 reviews,https://www.indeed.com//cmp/Talking-Rain-Beverage-Company/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Market+Research+Analyst&amp;fromjk=910d7a1d2ff63704&amp;jcid=df9dc5d07ee2f57f,NULL,https://www.indeed.com/rc/clk?jk=910d7a1d2ff63704&fccid=df9dc5d07ee2f57f&vjs=3
753,            Registered Behavior Technician (RBT),"Seattle Behavior Consulting & Therapy, LLC",NULL,Sponsored,"
            Work directly with children and families;Implement positive behavior support plans;Keep detailed data on student performance;Observe and communicate changes or…",NULL,NULL,"Seattle, WA 98105 (Ravenna - U District area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DGS-7S_G9iTIOFGJpz5-KxGrbkgReyZBcSRZz1k3Jv5DoZyMx1GxbWBa4hz9ac44YAogY8kxjy84SsWyYta0I5-_opMc2bn1HrKcqkqeKg4tqn1EH6w4cMzZY6gpTwF5YKNZCJNHADdHlOz44Ra3xh_5NUqoliF3XbyBjNugqUDhY-THEQvn6fUuITJy_rVuL0em7jtA1JnxYUWZ2NLRyPEiqeYV9IU7SYVsZTKacUqMRISIyJspDRY8kGgkEA3hRRdLYNmh0nUSCFKMJHZ2pQFqZ7OAcvFY3vp2f4RnKJO_0EC5pu1bUVePhDJNLU6GWgJbnwRmmh0UbYFayj9X9isr3DSxFx2JmgDKMxg_q32Y9FRYdTzS5kjcZ0Bfi_e8l8NV2uMqqwya0xt_yHHeyYwaey7nejO9oaOIjqzahBmTP9N0kPyhU4lqUeFQqX7lCkt_vDPRIwlQ==&p=10&fvj=1&vjs=3
754,Data Analyst,Indeed Prime,NULL,Sponsored,"
            Indeed Prime is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.",NULL,NULL,"Seattle, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ9fPQPBH5rmPMvTA7rrKbYDLTmLTWpWm8g_NzvTL0EVIuL-FzDJYurZAj9nlBJEC33E4k3a8kjC_Y2r0tmRvpHwgmklilnZB1i_o3fmNnvjY0OJKwZ2H_9vC5QbT84EtPlYkQVtfNofYcjdwde07qMbOmCVQw3ZMk_pR_iogRsd7r3AF-1VaA9HXNXQR1UKJs8I1K6uY2zQ_wNsDJlZOnyJDC6yezVRXWG6Ry2SHwm3Rec_abU2BSKefeaheZMpGeI-TLbFgbhAItBpurJMcaegxqVfzEjpyV21vHb49FD4JabJTvhKuPNCel8pu8WuPHEHAzPO5uxyfmLULP8o-lcAtUt_XyjyD6tn0xPTYCCM40kuqMgwVy9UwTuE6hsNvaA24_GDG_4lVqyysWGTBsbdu25CgQ8l0idM9grkFAyQTljRKGtillGR6nv9Nsl3BA_whxym2qTOMnl5mKc_mBs4H88CKtTpm_oBlgF9RnGcEWyvCsUTzPxrr3WEKjEqu8nZm7d4aIqkT&p=11&fvj=1&vjs=3
755,Data Analyst,Alaska National Insurance Company,3.8 out of 5 star rating,Sponsored,"
            Reports to the Data Management and Reporting Supervisor. Analyze and validate data on weekly and monthly basis. Provide insight to the lines of business.",32 reviews,https://www.indeed.com//cmp/Alaska-National-Insurance-Company/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=078ce2fbe1646c68&amp;jcid=2459a2b27412c227,"Seattle, WA 98104",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D82P7a3u0o0AGGWpiFGnp-QdmtNPLkMSyORFObqwxgWpzvUL4zo2b9EjRaRRxhAs_S5ClkGWumn1AQ03VhFykOxO-K7k9bPBmb5F_7H7pSgtbftQU_GLtMStS7-H1UDxlc-XGOtg5AxtsLmw_DnIKqFx9x3bcFctubAesFGCgz6GfQOc2WkcsVh0Vodg4qEaFCbw5ayNEd54WtXsmCH1N2o_aEgtPzlElSqp5_IXZf-A9OMnDIZlPK91SJ35GI-fb8hs3JeeSlNUwr_9-NGPd6xdUu2MMDKgoXcjjl7YUSiAXLoOSaDS_5ohXtp6i8c7w2ln0-ScCeYsEvRrjAnDhWfTJfGpsXZ_VeKkFTWwUP9LIEXaxZBh-jwQ6uaND3gddWkHH6XDWsLCuHu6VpPVZy7GGjP0xHtPzPKdXnBoM3Ig==&p=12&fvj=1&vjs=3
756,"            Laboratory Analyst (Lake Forest Park, WA)",Molecular Epidemiology Inc,2.7 out of 5 star rating,Sponsored,"
            Proficiency with data entry and computer applications. Analysis of food samples for pathogens via PCR and immunoassay, various microbe enumerations, data entry,…",32 reviews,https://www.indeed.com//cmp/Ieh-Laboratories-1/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Laboratory+Analyst+%28Lake+Forest+Park%2C+WA%29&amp;fromjk=2a302020161cc6f4&amp;jcid=b88e560dab1743f7,"Lake Forest Park, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGhNnK4Bc6AtnLXIcLIeETSGEDmqVfV8qnsITF0XvznBXwPipx2HtyY97SmPa46W6W9ZBQ7vuF40hm62gAWATwch_YZ0N1j64Q73dKoB-AUFWfqM22NuEfBQjpAcYiFkMbUdbJRW5nKdPy7e3w2BxRdfLni5-4lNPFQM2xR3CgPlIPZWvbsKL-UARyP89i5sOamDFbRYLSp7bihSg6lisO-YdBNsdjnLmeiCOjTP8LBVJeD6zHuKbLAjgperUbzTnids2Oosnb5lzBgdGNSt9aRQjR83-LBaIrRvorrylZSTt2SbRlnggDy-xvN-7lYfpqxHqPE2b8JRac9wLcjXUkgVDbgrnPVMLQNdaT9OhPDCiEZQoU00NtzmINgQAYtYrvQqxC2vAXRTN_Zc9UnuEAZYloUFdYqMkqrWZYN1rFAxphPGdYXKNPoPDQg-Xekkg=&p=13&fvj=1&vjs=3
757,Data Analyst,"Rouse-Consulting, LLC",NULL,Sponsored,"
            1 year Federal Human Resources or Data Analyst experience preferred. Serve as a Data analysis in a Navy (SWFPAC Kitsap Naval Base) activity on data analysis and…",NULL,NULL,"Kitsap County, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B5L5St1PbTaS2tHmXk0vgYu1YmejyaNasl_qbngOaOPRwR7FuR_s4hucUR72yaNYRzDsP0TtIFtu-JtltJMJTQaBBk6S2eZzoqoP1M5JXhN1EPco116aERP1t1_JTVjXEgdG63l3xcsBQxSGktM_nJKzAIxvTvZzj2P5nL4tJjlAX90gdK_zsPlETLQlZCe28Jc_kXRv8mIQr6uvKxPTNXUfJ2ruykGb9WvOCVMVRQKqc9Du1wgM7XnVG5vsdmDevYV3H0WwLcUXfre6ugipQ3wp9NGuQ4OEgcdgIWjXPwKzyB1DCZvlr2xblbTdaS2wt0vFuGcNSRcPO4boufr7VG_F61AtqqT029_G4szZctYn0mZlzwLGqcrP-DPS3Xx1zb4b6WyJ4uM4IwcDv6Fd4CPL6TBOAEGGgjuDAhFyAnfQ==&p=14&fvj=1&vjs=3
758,            Information Security Analyst,SoundCommerce,NULL,Sponsored,"
            A deep understanding of cyber-security threats, vulnerabilities, controls and remediation strategies in customer data environments.",NULL,NULL,"Seattle, WA 98103 (Green Lake - Wallingford area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Az_i20vcmGhVa66XtniyV9BVk0hjLJm0m4HA0ch1lx6p5ecm-bGuGwmIcQRuPBxCihSNDsmr5kv6X5O8zqNp9uPOnP4jeD5zopCkIH96UhipBT6oo6LGw75jYcBf1M4DVVra8a1KLXhxVs5uz6Vm33ViHCyYxyHY5njdbqRnaBGtF7r9-n9mOnXAN_StTAkeux1VbniYF-NVPHQBqtCPNSjLNhgz9DoqHxSmdNm0l__H12VlYQ8e3vYFM3xFKrrhlc3QdnpOULx181FOOLpwZ74FHG4179FhFNgYaI43A4wVXBXn4Ie0sCbqT38sEvkAfY9mkMi3v_MLhEv7U0PXf6VfeA4MldLocrp3sY1x-pckEPlp3I6wElqoEt50B1vMeKVhpLytYZ3sGxHJgL-6i3Pojl2OQFkACM3LoDW8lpO3luMf3sRXRu41fvsi951GLMCWhqBzmQBA==&p=15&fvj=1&vjs=3
759,            Global Data Threat Analyst,Crane Co.,3.4 out of 5 star rating,save job - more...,"
            Minimum 5 years of work experience in data analytics focused on baselining large and diverse data sets and anomaly detection. Degree in a related field.",170 reviews,https://www.indeed.com//cmp/Crane-Co./reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Global+Data+Threat+Analyst&amp;fromjk=530b69a1eb465267&amp;jcid=4e35a0de45b51e5a,NULL,https://www.indeed.com/rc/clk?jk=530b69a1eb465267&fccid=4e35a0de45b51e5a&vjs=3
760,            Business Analyst,Amazon US Services LLC,3.6 out of 5 star rating,Amazon.com,"
            5+ years of relevant experience in a business analyst, data analyst or statistical analysis role. § 3+ years of relevant work experience in a role requiring…","37,103 reviews",https://www.indeed.com//cmp/Amazon.com/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Business+Analyst&amp;fromjk=43a6d5c8b59bfa37&amp;jcid=d8b78352ed4a9747,NULL,https://www.indeed.com/rc/clk?jk=43a6d5c8b59bfa37&fccid=fe2d21eef233e94a&vjs=3
761,Data Scientist,Ring Inc.,NULL,save job - more...,"
            As a Data Scientist, you will be responsible for modeling complex problems, discovering insights and identifying opportunities through the use of statistical,…",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=190bc2fbe049b1f2&fccid=d7b88e1e120e5914&vjs=3
762,"            Business Analyst, Employee Experience","Amazon.com Services, Inc.",3.6 out of 5 star rating,Amazon.com,"
            3+ years of relevant experience in a business analyst, data analyst or statistical analysis role. 5+ years of relevant experience in a business analyst, data…","37,103 reviews",https://www.indeed.com//cmp/Amazon.com/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Business+Analyst%2C+Employee+Experience&amp;fromjk=ecc4d18e4c323435&amp;jcid=f75d974cf34d64ad,NULL,https://www.indeed.com/rc/clk?jk=ecc4d18e4c323435&fccid=fe2d21eef233e94a&vjs=3
763,            Siri - Data Scientist,Apple,4.2 out of 5 star rating,save job - more...,"
            Ability to apply Big Data tools (MapReduce, Hadoop, Hive and/or Pig, Spark) to large quantities of textual data is desired. Join the Siri team at Apple.","8,015 reviews",https://www.indeed.com//cmp/Apple/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Siri+-+Data+Scientist&amp;fromjk=02d0d23a5cad4950&amp;jcid=c1099851e9794854,NULL,https://www.indeed.com/rc/clk?jk=02d0d23a5cad4950&fccid=c1099851e9794854&vjs=3
764,            PROGRAM ASSISTANT (HARBORVIEW),University of Washington,4.1 out of 5 star rating,save job - more...,"
Data entry into the Epic Care system including QI of BHO data. Record keeping and data collection as assigned. Schedule appointments and meetings as required.","1,013 reviews",https://www.indeed.com//cmp/University-of-Washington/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=PROGRAM+ASSISTANT+%28HARBORVIEW%29&amp;fromjk=477aead2a96e2881&amp;jcid=142783ac2edbe56b,NULL,https://www.indeed.com/rc/clk?jk=477aead2a96e2881&fccid=142783ac2edbe56b&vjs=3
765,            IT Financial Analyst,Covestic,4.0 out of 5 star rating,8 days ago,"
            The analyst will be responsible for pulling data into Excel from the source system and producing various financial reports, metrics and visualizations for…",8 reviews,https://www.indeed.com//cmp/Covestic-Inc/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=IT+Financial+Analyst&amp;fromjk=f9d78e6b6c6382a8&amp;jcid=3a31e9a618f2a50e,NULL,https://www.indeed.com/rc/clk?jk=f9d78e6b6c6382a8&fccid=3b1a46acb76c1404&vjs=3
766,            Business Systems Analyst - HRIS,"Vigor, LLC",3.9 out of 5 star rating,20 hours ago,"
            Must have 3+ years hands-on experience as a Business Systems Analyst, Systems Analyst, Technical Analyst or a related discipline with focus on HRIS and/or ERP…",23 reviews,"https://www.indeed.com//cmp/Vigor,-LLC-1/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Business+Systems+Analyst+-+HRIS&amp;fromjk=9b4347eb5b2c9035&amp;jcid=be0f2084b5bb7af3",NULL,https://www.indeed.com/rc/clk?jk=9b4347eb5b2c9035&fccid=14dc6017e95bb34f&vjs=3
767,            IT Specialist,US Department of Veterans Affairs,3.9 out of 5 star rating,usajobs.gov,"
            Attention to Detail - Is thorough when performing work and conscientious about attending to detail. The incumbent serves as an Information Technology (IT)…","5,242 reviews",https://www.indeed.com//cmp/Department-of-Veterans-Affairs/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=IT+Specialist&amp;fromjk=afb0a14aa2b063df&amp;jcid=02c3642d72b15da7,NULL,https://www.indeed.com/rc/clk?jk=afb0a14aa2b063df&fccid=eb24c57e72a85c13&vjs=3
768,"            Thermal Analyst, AR",Facebook,4.2 out of 5 star rating,save job - more...,"
            We are turning the stuff of dreams into real products and experiences. As a member of the Modeling, Simulation, and Analysis team, you will have an integral…",474 reviews,https://www.indeed.com//cmp/Facebook/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Thermal+Analyst%2C+AR&amp;fromjk=9c56dbe033e4ffcb&amp;jcid=1639254ea84748b5,NULL,https://www.indeed.com/rc/clk?jk=9c56dbe033e4ffcb&fccid=1639254ea84748b5&vjs=3
769,            Customer Data Analyst/Research Panel Manager,User Research International,NULL,Sponsored,"
            As a Customer Data Analyst / Research Panel Manager, you will: User Research International is looking for a motivated Customer Data Analyst / Research Panel…",NULL,NULL,"Redmond, WA 98052",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AweOlKeR5majOwBUc62QE-iHKYyuZTGClssDbookw1-5i11GmGH17OqLfH6FwjeE8AfeaLbTvkPV9PjtGsMW06mwYzJFq2_zix6ENhFjBm3d8Y9hrKAdkX-q1OCPqUy7P9__upnCWxuQqeV2c5G-ZcPKnRWLgBT2c-W-5tldsxECjJcPHDiwEFDDO7ep0uGo1rr6nrSAozdlVA-KAAn83y59BBgdtsle-8953hD-4QFN8pXmrf8KD9z1-gKjQbILyuK4UgedugM6xLt-pX9j8qmMz9pGxKAK2bxvLb36QrD4FXRT_N_-GmCm-yzhYB3E5mNJw5Mgo3sotar_Vb3ShV4XzIEabRtkVgJCwSdvNpF9hYjpbHWYQbei1IjxIQ6TEFcMb8gdQB-6hF_v6Gf35INHA-aHKTAB2JRJGkoRdt62rX5ggc9mu3giw4JqwCzFjtRNxLthkCNS5FXKsxWw9q&p=10&fvj=1&vjs=3
770,            Registered Behavior Technician (RBT),"Seattle Behavior Consulting & Therapy, LLC",NULL,Sponsored,"
            Work directly with children and families;Implement positive behavior support plans;Keep detailed data on student performance;Observe and communicate changes or…",NULL,NULL,"Seattle, WA 98105 (Ravenna - U District area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DGS-7S_G9iTIOFGJpz5-KxGrbkgReyZBcSRZz1k3Jv5DoZyMx1GxbWBa4hz9ac44YAogY8kxjy84SsWyYta0I5-_opMc2bn1HrKcqkqeKg4tqn1EH6w4cMzZY6gpTwF5YKNZCJNHADdHlOz44Ra3xhMJJaZij2BBEIWEVTXn1tYGFMwRES6y629fN2AYsxCLS8LGuBmLE-Zd2rAl8QUQwB8LYkgxKKu83MImyYvhHQQm6CNuJkSsA7CZvuu04_KYdOxcGzlCL5_l30wZfSBruR1f8HbsIMcIyPUmk4BVDY2QgxNE9nhdVIVwRKRRxShdttzFjNGynLghd16KEmF_xrXemdbHguDD9tvsXxSNDw9jsRVjWC-6G-XOoV0ZLTOUOlZ5agET6PVu6hVRkmeYMlV1PqkPYDwdktrEv4A8NOO3Y6e_VGc49SFJZjwfe9-1KvjuJgz7Fuiw==&p=11&fvj=1&vjs=3
771,Data Analyst,Indeed Prime,NULL,Sponsored,"
            Indeed Prime is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.",NULL,NULL,"Seattle, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DhVAxkc_TxySVbUOs6bxWYWOfhmDTNcVTjFFBAY1FXZ9fPQPBH5rmPMvTA7rrKbYDLTmLTWpWm8g_NzvTL0EVIuL-FzDJYurZAj9nlBJEC33E4k3a8kjC_Y2r0tmRvpHwgmklilnZB1i_o3fmNnvjYok5OE_zCkPcEz_iG_4vEtPsAakMy-77KSWfoA0vs_OyOfaqVQa0ZEX1TjxRkiShc90sOLEiYMT6ccidhUXOVMUAX8T_UKnpB0ZS3wdWy_vEr_bId7_EaZLv4SJcrNkByz-URZtALto4HDd5o1GpqZ3Jyh5apaDj7ICJRYfODGq42cDM_0KY0MyoG7fMPvPXOqyVDYbY2QwKEbTAUuFhgRfA7I89bfNjQ95mrWyoaQEZ4znNe5xIoVTf80p4KA8EjUjkpxeNAxhgdqDcmt-EjMkHbJouX-HG_1WFOeCpks7LQv0S_MHD9v_uT3UEpMy2Qz56HkgUTJqJM0rK0Cl0f1iPPkp6EmkIFimHT5soOO9AQtqW0DscRQISM9PjDpgLgzF0hVH8lNA7FLzB45eJWkl1gMJuWRgFz&p=12&fvj=1&vjs=3
772,            Information Security Analyst,SoundCommerce,NULL,Sponsored,"
            A deep understanding of cyber-security threats, vulnerabilities, controls and remediation strategies in customer data environments.",NULL,NULL,"Seattle, WA 98103 (Green Lake - Wallingford area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Az_i20vcmGhVa66XtniyV9BVk0hjLJm0m4HA0ch1lx6p5ecm-bGuGwmIcQRuPBxCihSNDsmr5kv6X5O8zqNp9uPOnP4jeD5zopCkIH96UhipBT6oo6LGw75jYcBf1M4DVVra8a1KLXhxVs5uz6Vm33ViHCyYxyHY5P-8k-3r0CaBC9kRvyhDleRQgpZLw6JwSY0NN6qH3phm5UXnkteP3QA72Hpq6cD8IHWgRMMm2tG-67o0lrahmkH2yHt6gec-ll-gN5-UY7HppxpsiIP1ZVLJ5VoLKeF6qa7rarc75ZS6Iq3sUCKNMBS7VONNch6CHkid-QVeaXWWfjZ6gwxyYj7JXYbfdfhPQc2vk8BzMIzqiALMaL6VUu51UUNKp3DaJTStd0MyD5xWAsC5s0FzBCjGhGIR7IKAvulgc0OEdqAheu0Mfc-OwSVGF12V6GaBlrmvbOGVgzVg==&p=13&fvj=1&vjs=3
773,Data Analyst,"Rouse-Consulting, LLC",NULL,Sponsored,"
            1 year Federal Human Resources or Data Analyst experience preferred. Serve as a Data analysis in a Navy (SWFPAC Kitsap Naval Base) activity on data analysis and…",NULL,NULL,"Kitsap County, WA",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B5L5St1PbTaS2tHmXk0vgYu1YmejyaNasl_qbngOaOPRwR7FuR_s4hucUR72yaNYRzDsP0TtIFtu-JtltJMJTQaBBk6S2eZzoqoP1M5JXhN1EPco116aERP1t1_JTVjXEgdG63l3xcsBQxSGktM_nJPtodE3cq288wcwwm280uOfdB3HLrA9kb3jCDKtm4Rc7Mso-vj_XVFFehnu1WA6DhTw7ImkdqijagLTYk1G5UDizYUkK45skvAmbji6K5UbrkZRTVNtbNsI-PyoJyxWCQQYEM8hGMR-k0ZEq4NSvNGoh450zXQIKEftuzrT8HoiF-4FuNPnKIlDTChE2t4xen8kav3rbyzfrS5H__f7aw7t1i5wu5z3iDQHIy_ck9si2Yh05YrwBC9_uuql_0dIEP3OQ2c1CBkY0H22OrydKuXA==&p=14&fvj=1&vjs=3
774,Data Analyst,Alaska National Insurance Company,3.8 out of 5 star rating,Sponsored,"
            Reports to the Data Management and Reporting Supervisor. Analyze and validate data on weekly and monthly basis. Provide insight to the lines of business.",32 reviews,https://www.indeed.com//cmp/Alaska-National-Insurance-Company/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=078ce2fbe1646c68&amp;jcid=2459a2b27412c227,"Seattle, WA 98104",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D82P7a3u0o0AGGWpiFGnp-QdmtNPLkMSyORFObqwxgWpzvUL4zo2b9EjRaRRxhAs_S5ClkGWumn1AQ03VhFykOxO-K7k9bPBmb5F_7H7pSgtbftQU_GLtMStS7-H1UDxlc-XGOtg5AxtsLmw_DnIKqwjQPEC2JCBaF4h_fr8YggnHce0S7_nSKo9cy8QaKj2v_Yyp0IRg5rWcBlUCk3IXEKUj29ITGjX_-jr9uvgODBlmQwiNcFWFQLtyuehrB9LTHtWQ0eCdlC9JwUu5Cj-OYVbQTiZKimqwZ5C-mJKKgvkNE-vcdvdwhPrsioeKVPNHu4LLev0DxcEHkbEoRmKuCWW2qFTXucZYoSfmGGfuSQXyy8mLPQQffS65_mzV70icz_aqIEiTEFkjuyYfZ5aT2_4-eEz_zvo5l-52mOIpJQw==&p=15&fvj=1&vjs=3
